site_date_key,Mangrove,Spartina,Spill Bank,edge_man,edge_mar,edge_l.mangrove,edge_l.marsh,land_water_ratio,fetch_distance,site_type,Plants,Refine,unclassified,Other
1f36d182,0.1228209808049354,0.0872241585444955,0.0,0.1228209808049354,0.0872241585444955,0.5847361247460745,0.4152638752539255,0.3298986770159203,0.0,mixed,,,,
41bfdee8,0.170528634261899,0.085242771017775,0.0,0.170528634261899,0.085242771017775,0.6667228264841957,0.3332771735158043,0.4721662885502468,19.157417294727463,mixed,,,,
79464cf2,0.1567269068816774,0.0904201744923125,0.0104033884235303,0.1567269068816774,0.0904201744923125,0.6341442755883242,0.3658557244116759,0.3783273974623071,0.0,mixed,,,,
983b722b,0.1594168251489809,0.0033039778176661,0.0104033884235303,0.1594168251489809,0.0033039778176661,0.9796954184257356,0.0203045815742645,0.3853856171412295,4.827200937301867,mangrove,,,,
9db4ff53,0.2453848960248574,0.0038571254458567,0.0,0.2453848960248574,0.0038571254458567,0.9845245780663436,0.0154754219336562,0.4242671795929822,30.829789023807308,mangrove,,,,
e49684aa,0.0117658019145877,0.1547694121006425,0.0,0.0117658019145877,0.1547694121006425,0.0706505346881877,0.9293494653118124,0.2389984658651287,16.32986325178686,marsh,,,,
f51955eb,0.1070387488626268,0.1223441531086022,0.0,0.1070387488626268,0.1223441531086022,0.4666378703154275,0.5333621296845724,0.4797799047361125,8.406783307516402,mixed,,,,
10ef41b4,0.2002754429075165,0.0079824235049763,0.0006138211830771,0.2002754429075165,0.0079824235049763,0.9616704826449836,0.0383295173550164,0.3212051424230611,0.0,mangrove,,,,
39a22c63,0.2838042056571216,0.0009150835544731,0.0007477391835764,0.2838042056571216,0.0009150835544731,0.996786014895559,0.003213985104441,0.4896373149660963,2.5280630336873453,mangrove,,,,
5e4ec044,0.2177640516857369,0.0051170751963909,0.0028240182286897,0.2177640516857369,0.0051170751963909,0.977041235980931,0.0229587640190689,0.6340595212824507,0.0,mangrove,,,,
a45372ac,0.2264578328349777,0.0098313704687686,0.0006300965218714,0.2264578328349777,0.0098313704687686,0.9583926377874722,0.0416073622125278,0.487538102038465,0.0,mangrove,,,,
54b8fc49,0.0186016938624957,0.138134187534975,,0.0186016938624957,0.138134187534975,0.1186817829883077,0.8813182170116923,0.5995625167111092,0.0,marsh,,,,
7b9ead19,0.0267278235264492,0.1601452496364812,,0.0267278235264492,0.1601452496364812,0.1430266173401334,0.8569733826598664,0.5424748143451841,0.0,marsh,,,,
bac32223,0.0129558535378425,0.0660125557138426,,0.0129558535378425,0.0660125557138426,0.1640637523360784,0.8359362476639215,0.4608716254591903,0.0,marsh,,,,
5f2537fb,0.1120733334391262,0.0975553538921332,,0.1120733334391262,0.0975553538921332,0.5346278453865699,0.46537215461343,0.5409080164558353,2.363186918600001,mixed,,,,
b11be902,0.0487556806484756,0.1231229272039471,,0.0487556806484756,0.1231229272039471,0.2836634602622446,0.7163365397377555,0.3089299805981056,26.661760976503945,mixed,,,,
4055fb57,0.1068931996403171,0.1175352842793047,,0.1068931996403171,0.1175352842793047,0.4762906997072638,0.5237093002927361,0.6762845509799144,0.0,mixed,,,,
6abec928,0.0120642898380266,0.1065145193865375,,0.0120642898380266,0.1065145193865375,0.101740689731327,0.898259310268673,0.1969637601727404,0.0,marsh,,,,
9820d7df,0.119477359490559,0.0236110800702349,,0.119477359490559,0.0236110800702349,0.834989604032943,0.1650103959670569,0.7554918026025098,0.0,mangrove,,,,
ab165e76,0.0048482010278755,0.1220093955494645,,0.0048482010278755,0.1220093955494645,0.0382176642052317,0.9617823357947684,0.1717531104408544,10.509345511398486,marsh,,,,
286cc7fc,0.3909993235481704,0.0001626533082543,0.0004792128739598,0.3909993235481704,0.0001626533082543,0.9995841791434804,0.0004158208565196,0.4894686212950349,38.389565322131055,mangrove,0.0,0.0,0.0,
52a8182e,0.2975023892494132,0.0154532404410551,0.0,0.2975023892494132,0.0154532404410551,0.9506216250005174,0.0493783749994826,0.4325848211815427,14.882820073481192,mangrove,0.0,0.0,0.0,
8ffb0cbc,0.3627542766033853,0.0102607076527077,0.0,0.3627542766033853,0.0102607076527077,0.9724925054333386,0.0275074945666613,0.3782794978652263,99.99229356535372,mangrove,0.0,0.0,3.768252056829783e-05,
a479a49f,0.3052408339407532,0.0448564301874808,0.0,0.3052408339407532,0.0448564301874808,0.8718743766845011,0.1281256233154989,0.6796333378740536,0.0,mangrove,0.0,0.0,0.0,
af8bc475,0.338126631640066,0.0119012181839172,0.0,0.338126631640066,0.0119012181839172,0.9659992249476664,0.0340007750523336,0.4875170904597284,61.26556656181452,mangrove,0.0004233861527981,0.0,0.0003886505511801,
b5a61449,0.168713586323697,0.0070847674919677,0.0,0.168713586323697,0.0070847674919677,0.9596994662453068,0.0403005337546932,0.3639378364291237,0.0,mangrove,0.0,3.410917810151769e-06,0.0,
3096ab9a,0.1619710496231451,0.0241578298698293,0.0004222213465609,0.1619710496231451,0.0241578298698293,0.870209126409418,0.1297908735905819,0.6667014401681128,0.0,mangrove,,,,
5925e1f7,0.0597745801115638,0.0041062431269221,0.0058346504436536,0.0597745801115638,0.0041062431269221,0.9357202534539611,0.0642797465460387,0.2983396717559272,663.3892746240116,mangrove,,,,
3aee966b,0.0779666152852616,0.0739939897027599,0.0,0.0779666152852616,0.0739939897027599,0.5130712350836416,0.4869287649163584,0.3335138937496608,0.0,mixed,,,,0.0
56dad4fd,0.0952967252375717,0.1153889537460779,0.0,0.0952967252375717,0.1153889537460779,0.4523170521000017,0.5476829478999983,0.2432741395231127,34.726446603442035,mixed,,,,0.0
68bb7209,0.0699020108501108,0.035077180043101,0.0,0.0699020108501108,0.035077180043101,0.6658653991838949,0.3341346008161051,0.5709525143049317,0.0,mixed,,,,0.0
9595edb4,0.088406289873152,0.0596124540308435,0.0,0.088406289873152,0.0596124540308435,0.5972641541296423,0.4027358458703577,0.3882180823924661,26.556186473050868,mixed,,,,0.0001053936440921
a7b5df75,0.1006697849422642,0.0106185473642908,0.0002068472343828,0.1006697849422642,0.0106185473642908,0.9045852593509892,0.0954147406490107,0.4809135922831118,13.256973623929838,mangrove,,,,0.0059440015192587
ac62b9c3,0.1257322237047903,0.0366648872871497,0.0,0.1257322237047903,0.0366648872871497,0.7742269732312574,0.2257730267687425,0.6147544228506909,0.0,mangrove,,,,0.0
d0ca5be3,0.0898744157717577,0.1248170878808299,0.0013804852479062,0.0898744157717577,0.1248170878808299,0.4186212041124456,0.5813787958875544,0.4434523746994896,0.0,mixed,,,,0.0003892824331201
4fc39c30,0.0008631062201418,0.1973695548510982,0.0,0.0008631062201418,0.1973695548510982,0.004354006123298,0.995645993876702,0.3407015828941689,3.5289872626426138,marsh,,,,
80e424b0,0.0001534445397524,0.2036742302411114,0.0071348907832883,0.0001534445397524,0.2036742302411114,0.0007528150429886,0.9992471849570114,0.4652336122778095,16.878160772029197,marsh,,,,
91daed95,0.011320912521959,0.1333159134326029,0.0,0.011320912521959,0.1333159134326029,0.0782713008754462,0.9217286991245538,0.2974218051921258,10.770838001450418,marsh,,,,
da248fc9,0.0023320333635245,0.1519451607419143,0.0,0.0023320333635245,0.1519451607419143,0.0151158658092444,0.9848841341907556,0.30996486717035,2.131005229963722,marsh,,,,
124ad590,0.0249045725050882,0.0286249605751705,,0.0249045725050882,0.0286249605751705,0.4652492011792428,0.534750798820757,0.343344133982864,369.8759049294739,mixed,,,,1.943895099187807e-06
77d490c5,0.0713914036964051,0.0282367773219289,,0.0713914036964051,0.0282367773219289,0.7165784115165901,0.2834215884834099,0.3747876577009575,12.646738575366497,mixed,,,,0.0
7b9bfc39,0.1643009083912308,0.0152925678123382,,0.1643009083912308,0.0152925678123382,0.9148489792858392,0.0851510207141608,0.4424311589175699,0.0,mangrove,,,,0.0
c5ec5e0f,0.0508068468364363,0.1046205807413074,,0.0508068468364363,0.1046205807413074,0.3268846922852347,0.6731153077147652,0.2795540980281972,0.0,mixed,,,,0.0
05244dc3,0.0518349001800469,0.0118950084306762,0.0149953770798935,0.0518349001800469,0.0118950084306762,0.8133528089090214,0.1866471910909784,0.401910093823297,0.0,mangrove,,,,
0d2059f3,0.0042609785978814,0.139427255816055,,0.0042609785978814,0.139427255816055,0.0296543319309392,0.9703456680690606,0.5622322379489465,11.597734172272965,marsh,,,,
22dc2bdf,0.0026498127893785,0.1718755315362588,,0.0026498127893785,0.1718755315362588,0.0151829684084989,0.984817031591501,0.7808271660823983,0.0,marsh,,,,
f7bb8461,0.0044603497660593,0.3103231209646945,,0.0044603497660593,0.3103231209646945,0.0141695806190357,0.9858304193809644,0.7347864327707515,32.12046272676752,marsh,,,,
4cb86d8e,0.001228777730907,0.1853447088617593,,0.001228777730907,0.1853447088617593,0.0065860254495311,0.9934139745504688,0.2004907668820508,2.291521799591838,marsh,,,,0.0
b7d69942,0.000305719933573,0.1181271989816553,,0.000305719933573,0.1181271989816553,0.0025813763299367,0.9974186236700632,0.2538112327175681,185.2946096587261,marsh,,,,0.0
f3f8f037,0.0016216694071717,0.1325568890255651,,0.0016216694071717,0.1325568890255651,0.0120859057222967,0.9879140942777032,0.299835650629197,82.97889412216557,marsh,,,,1.3680065088782338e-05
